"R0000100","R7006500","R7703700","R8496100","T0987800","T2210000","T3107800"
3901,45900,41750,42580,45000,47000,49100
3902,67400,80300,88649,105420,110060,118025
3903,51300,51800,58100,9055,64500,63500
3904,41000,52700,87000,54500,61500,71000
3905,-2,-2,55200,58000,-2,77695
3906,-2,34000,-2,45000,45200,38000
3907,-2,90000,110000,78000,76000,-2
3908,83210,97240,64000,68000,41200,47600
3909,-5,-5,-5,-5,-5,-5
3910,35000,36000,120000,40000,78000,-2
3911,72000,82000,11500,29000,27000,40000
3912,90500,62880,65020,100000,95000,87340
3913,-2,-2,91000,120050,-2,-2
3914,115000,110000,104000,97500,100000,91156
3915,24644,-2,41520,40948,52800,27465
3916,80000,-5,-5,119000,80000,70000
3917,85000,49000,29030,78000,72000,69000
3918,73000,61500,103200,83530,171400,178000
3919,67250,49250,62200,80000,98000,99000
3920,20000,39152,38549,37580,43000,38225
3921,108000,164000,130000,136800,137600,111900
3922,3000,0,5000,22000,0,30000
3923,100000,70057,88000,98559,136000,162000
3924,122700,138500,161600,206550,454737,440692
3925,-1,70000,60000,0,79000,83000
3926,55000,75500,87000,130000,-2,130000
3927,53784,91000,91000,72266,74741,122000
3928,107500,-2,-2,74000,186000,170600
3929,18000,26000,32000,12000,15000,20000
3930,59000,71000,74000,-5,-2,-5
3931,3200,2000,144,500,34000,45000
3932,45951,48000,50000,-5,-5,-5
3933,104000,123000,94500,127200,-2,103000
3934,32000,29000,30000,42000,48000,50000
3935,-2,-1,-2,-1,-1,80000
3936,50000,-5,95000,95280,-5,-5
3937,332808,20000,-5,-5,-5,-5
3938,22810,22688,29573,22888,35000,27000
3939,-5,-5,-5,-5,-5,-5
3940,-5,-5,-5,-5,-5,-5
3941,-5,24099,19000,19000,-5,-2
3942,0,1620,-2,18600,7626,8088
3943,-2,27000,-5,36500,0,-2
3944,30002,8000,7420,15900,15824,12579
3945,2070,10000,1000,300,-2,0
3946,-1,10000,-2,38000,50000,-2
3947,-5,-5,-5,-5,-5,-5
3948,14457,25000,26000,31000,39000,40190
3949,83000,80000,90600,106000,119300,125000
3950,6544,12620,20204,0,5178,-5
3951,-5,-5,-5,-5,-5,-5
3952,69000,-2,-2,50000,50000,52131
3953,52100,92000,99030,0,107100,105000
3954,67000,-2,-2,-2,1000,1200
3955,0,40000,0,7500,15000,2400
3956,82000,-5,-5,-5,-5,-5
3957,72000,55000,67000,68000,75000,100000
3958,39200,40000,42000,40008,45027,53005
3959,-5,-5,-5,-5,-5,-5
3960,-2,-2,-1,-1,-1,40000
3961,71000,135100,215000,97000,116000,70000
3962,60000,60000,70000,70000,140000,71000
3963,50500,52000,60200,66500,62000,85000
3964,100000,105000,140000,159500,179000,250100
3965,76500,103200,103000,108000,125500,170050
3966,332808,390662,408473,479983,250000,-2
3967,130000,161000,177000,200000,230000,260000
3968,-2,-5,-1,39000,-2,53125
3969,-2,-2,72100,71000,200000,70000
3970,52025,50030,52000,55010,65612,75000
3971,88248,124456,147811,126780,-5,-5
3972,72000,92000,45808,98500,113000,111000
3973,45000,-5,-5,-5,-2,87000
3974,-2,-2,-2,-2,-5,-5
3975,-2,-5,-5,-5,-5,-5
3976,-5,-5,-5,-5,-5,-5
3977,800,10000,4000,600,2177,8288
3978,20500,34100,-2,38769,41389,40976
3979,133400,195400,183321,479983,454737,254362
3980,-2,-2,122000,190300,245400,192000
3981,6000,7504,0,-5,-5,-5
3982,0,28604,7424,7044,14160,-2
3983,-5,-5,-5,-5,-5,-5
3984,129000,152000,-5,-5,-5,-5
3985,89000,-2,60000,99200,52671,19680
3986,-5,28800,-2,-1,20000,40000
3987,25000,27000,40000,39000,45000,53000
3988,67000,89000,89200,78200,65000,-2
3989,-2,-2,40808,52000,50500,64000
3990,-5,-5,-5,-5,-5,-5
3991,30000,-2,63144,0,7476,30088
3992,24000,103000,73015,81900,91000,92000
3993,6128,63800,13080,24000,37000,-2
3994,19144,25192,23000,30910,17994,-5
3995,28044,26720,36200,44000,66000,58000
3996,25348,32000,-2,50000,42000,44500
3997,0,7620,10008,4800,10540,-1
3998,0,0,1788,1680,9996,-2
3999,57500,22000,18000,0,-5,-5
4000,38000,25000,38000,-5,-5,-5
4001,34000,35000,30714,34800,30770,33419
4002,16000,-5,-2,27000,38172,28000
4003,120000,56000,-5,-5,-5,-5
4004,87200,95500,108000,110500,112000,60000
4005,-2,45000,32400,29000,34000,-1
4006,66000,97020,68350,124872,113080,119000
4007,27500,53400,39800,44000,49960,44000
4008,58000,78000,144000,139000,154000,161000
4009,56000,-5,34964,31000,25100,29892
4010,33000,37200,43600,50100,55000,55000
4011,-2,-2,-2,33400,41000,37400
4012,14564,800,1000,-5,12000,13400
4013,27000,29414,29800,36020,40000,40000
4014,55000,80000,75000,92000,85000,-5
4015,41000,43000,40000,47000,52000,48000
4016,6338,12000,28000,30000,42000,52000
4017,18000,-2,6852,0,14000,-2
4018,-5,-5,-5,-5,4140,-2
4019,120000,131000,134200,169000,180100,-5
4020,0,16000,-5,10000,2992,7064
4021,71000,54000,78000,51300,73060,63000
4022,60000,64000,65000,90000,90000,102000
4023,113500,106000,109130,125100,148100,152000
4024,-2,-2,36000,121000,-2,33748
4025,57000,15000,28000,24000,35000,48000
4026,-2,70800,137000,-5,-5,-5
4027,-5,-5,-5,-5,-5,-5
4028,34000,34000,57800,51500,69000,70500
4029,125000,-5,-5,-5,-5,-5
4030,-2,-1,17000,15350,-2,-2
4031,-2,14030,47000,-5,50000,48000
4032,29000,47000,59400,61600,56510,45470
4033,65312,72652,183370,-1,-2,-1
4034,42400,214400,-5,-5,56400,59000
4035,-2,-2,64000,107000,107000,104300
4036,-2,83000,82000,79500,77000,55725
4037,59610,67000,58150,66000,40000,30000
4038,-2,-1,-5,-5,-5,19000
4039,40000,-2,-1,42000,-1,-1
4040,-1,-1,0,-5,-5,-5
4041,49000,64600,61500,85000,42990,63900
4042,61000,104000,115000,149000,83332,86000
4043,-2,390662,0,-5,-5,-5
4044,90000,-5,-5,-5,-5,-5
4045,14230,42500,61200,50000,40000,42000
4046,18000,23000,8172,25452,16528,17536
4047,22550,47000,784,26400,24000,27800
4048,20200,14000,-5,25000,108000,33785
4049,93396,94504,110500,209200,138000,80000
4050,80007,-1,-1,190985,-5,-5
4051,51000,52857,21000,44544,78307,73300
4052,332808,390662,-5,60400,72000,-2
4053,-2,29400,-2,-2,-1,233400
4054,38000,42000,47000,45000,59000,68000
4055,332808,390662,408473,479983,145000,440692
4056,72000,68000,111000,90000,80000,101000
4057,77000,-2,95800,120000,105000,-2
4058,116000,133300,132000,152000,230100,201075
4059,103000,-5,-5,-5,-5,-5
4060,-2,68000,6600,29000,22000,48000
4061,43000,18000,11448,-2,-2,-2
4062,57362,68000,68200,52000,30000,22500
4063,14000,31000,29000,32000,36000,37700
4064,60000,32646,36963,38600,-2,-2
4065,-1,-5,75000,104280,130000,100000
4066,332808,220960,408473,479983,454737,268000
4067,39000,56000,41000,50000,62600,49103
4068,19360,25784,3045,25600,18000,22777
4069,53100,-2,13620,7500,13800,13200
4070,0,0,-5,0,0,0
4071,-2,-5,30050,16700,59000,32000
4072,-5,-2,-5,35000,0,-2
4073,-5,-5,-5,-5,-5,-5
4074,57500,74500,80002,91550,91000,97000
4075,-1,-5,-5,-5,-5,-5
4076,50450,93600,92000,-5,291660,141267
4077,55200,22400,18600,22400,35000,30910
4078,-2,37000,-1,36000,33700,30360
4079,46000,85000,76000,53000,60000,60600
4080,-5,-5,-5,-5,0,-5
4081,58000,79000,85300,91000,99000,110200
4082,14144,-2,-5,-5,-5,25416
4083,-2,0,0,25896,1944,2400
4084,37000,46500,-2,96638,107000,-2
4085,47000,12000,0,41000,86000,63884
4086,-5,-5,-5,-5,-5,100000
4087,-5,-5,-5,-5,-5,-5
4088,332808,390662,408473,479983,454737,440692
4089,16000,34000,28000,42000,35450,54500
4090,50000,-2,54000,58000,59000,57000
4091,70000,72100,84200,88500,86000,77000
4092,78000,71200,70500,90000,92000,98000
4093,40020,60300,50400,65800,74914,69000
4094,87800,79200,62000,75000,77000,98526
4095,6000,150000,186000,200000,240000,250100
4096,-5,-5,-5,-5,-5,-5
4097,66360,78100,100100,104070,105040,109880
4098,60800,49900,55000,61800,36000,-5
4099,48600,44100,45888,54640,49972,-5
4100,0,4800,500,39900,0,0
4101,-5,-5,27000,-5,34000,19168
4102,-2,56500,94200,40000,77500,71900
4103,29000,39300,39700,38900,38200,38000
4104,-5,42300,48000,-5,-5,-5
4105,-2,15000,15000,5082,16640,19000
4106,50300,52500,53000,62400,70400,73500
4107,15682,49880,52882,58300,62700,68300
4108,59000,35900,85400,87732,89000,95000
4109,100,39400,36518,45226,47700,48200
4110,-2,66680,71693,12836,7440,10008
4111,30000,65000,107000,40000,59112,0
4112,-2,5175,-5,5700,0,-2
4113,23300,-2,-5,-2,-2,-2
4114,30000,-2,131200,145700,158500,91000
4115,-5,-5,-5,-5,-5,-5
4116,51800,54000,44225,48578,51100,53000
4117,-2,47500,35860,42500,48000,46000
4118,10000,12500,-5,-5,-5,-5
4119,-2,52000,-2,-5,-5,-2
4120,43000,54800,-2,-5,84000,77820
4121,11000,6000,7476,28000,22008,28052
4122,60000,204000,72000,193800,454737,-1
4123,43900,-2,40061,28056,190600,-2
4124,40500,43000,52000,61000,78000,67000
4125,23620,28150,-5,14000,20,65000
4126,-2,12700,-5,-5,-5,-2
4127,-5,-5,-5,-5,-5,-5
4128,84100,91100,94200,110000,120000,136634
4129,60900,64200,76400,100644,101700,104400
4130,30050,28000,31276,32500,35000,35000
4131,42000,41900,39936,50000,105552,40000
4132,111000,35200,107000,73000,78000,50000
4133,88000,110000,110000,112000,174000,149000
4134,120000,65000,150000,72000,27000,34000
4135,14000,12400,19900,23000,13000,19900
4136,43100,-1,-1,84000,-1,-1
4137,33000,-5,-5,-5,60000,-5
4138,45504,13164,21420,-5,-5,-5
4139,-2,-5,54500,-2,-5,-5
4140,-5,-5,50000,93305,-1,-5
4141,20000,-2,-2,56000,-2,-2
4142,92360,-2,126480,143000,121750,-5
4143,27000,60000,61150,55000,51643,57500
4144,-5,-5,-5,-5,-5,-5
4145,49000,35000,-2,53000,54000,64000
4146,-5,-5,-5,-5,-5,-5
4147,70400,28750,55050,56591,70020,59500
4148,44000,63000,60215,49000,68000,69000
4149,19040,60000,59000,74000,91000,60000
4150,-5,-5,-5,-5,18576,12936
4151,83030,62000,88000,77000,104000,98000
4152,50000,50010,99202,34618,42450,35
4153,-2,81000,112000,111000,105000,59629
4154,132000,103804,249845,230000,262000,256900
4155,34775,39400,-5,-5,-5,-5
4156,-2,41000,58000,68000,48000,125000
4157,-5,-5,-5,-5,-5,-5
4158,360,0,0,34000,85000,110000
4159,69000,67000,64000,65000,52720,51000
4160,-5,-5,-5,-5,-5,-5
4161,37000,63032,102000,73000,58000,45000
4162,-2,-5,-5,-5,-5,-5
4163,58400,52100,44000,55000,52500,76000
4164,-5,-2,62000,46750,15000,-5
4165,-5,-5,51000,88250,80000,112000
4166,29000,37400,24000,10000,17756,-5
4167,-2,3600,2245,1200,2400,1030
4168,2635,4672,4092,0,-2,2400
4169,-2,5980,5276,-5,-5,-5
4170,131000,140000,154000,200200,261000,440692
4171,71000,73000,81740,93000,99000,109000
4172,130000,43000,65000,184900,131000,181610
4173,-2,-1,-2,12500,-5,-1
4174,34500,34500,-2,-5,-5,-1
4175,-1,0,-1,-1,-1,-1
4176,68000,54000,55000,-1,54000,28800
4177,1300,0,0,0,8730,-2
4178,7660,10512,4812,396,17244,11696
4179,-2,44079,44015,48008,63526,50316
4180,51000,56492,64000,-1,83371,87600
4181,724,0,4000,15000,31200,15000
4182,-2,-2,81800,130000,-2,91400
4183,-5,-5,-5,-5,-5,-5
4184,-5,-5,-5,30545,-5,-5
4185,-2,82005,47025,32000,57010,40160
4186,98200,106500,52298,-5,-5,65125
4187,-2,0,65300,100000,70300,61000
4188,8898,17000,22329,33233,15838,9217
4189,-5,-5,-5,23796,-2,11820
4190,122000,84400,-5,-5,-5,-5
4191,85200,-2,155500,89700,126000,136000
4192,332808,390662,408473,479983,454737,440692
4193,-5,-5,-5,-5,-5,-5
4194,11904,18500,26000,9900,12600,19095
4195,38000,35000,-2,39000,29596,35000
4196,-2,0,-5,23000,24000,26000
4197,-2,540,6420,0,12000,23000
4198,28000,19530,15000,0,16000,15648
4199,0,1620,5256,1788,2544,2352
4200,20000,87000,77000,62000,5600,18000
4201,-5,-5,-5,93000,64000,115000
4202,-5,-5,-5,52200,-5,-5
4203,1200,-5,-5,-5,-5,-5
4204,-2,-2,6000,25500,18400,1500
4205,-2,22000,-2,32000,20000,12000
4206,-2,161050,30944,60000,74490,117546
4207,-5,-5,-5,-5,-5,-5
4208,-2,101000,43000,39000,-2,-2
4209,-2,-2,1548,3000,-2,-2
4210,6000,-2,13536,6540,8592,9372
4211,-5,-2,88000,-5,-5,-2
4212,20000,31000,39000,33036,32000,27000
4213,155000,164000,181500,244000,204000,255000
4214,-2,30000,-2,-1,-2,-2
4215,7050,-2,-2,36282,-2,9118
4216,-2,47000,60500,61000,69000,-5
4217,12000,-5,-5,-5,-5,-5
4218,-5,59400,408473,12000,13000,38000
4219,44684,44592,47886,43559,58566,63300
4220,4035,25000,14000,15000,18000,25325
4221,-2,-2,-5,43375,43000,27000
4222,-5,17875,18255,23394,24177,-2
4223,332808,390662,408473,479983,454737,204800
4224,332808,200000,60000,60000,-2,-2
4225,26000,56000,48000,52000,454737,38200
4226,67100,70200,78150,85615,87000,35000
4227,92000,115000,123000,133720,105000,124000
4228,58000,53000,55000,75000,110035,66000
4229,-5,-5,-5,-5,-5,-5
4230,110000,100300,104000,91700,87000,114500
4231,24000,11000,-2,18000,13585,27488
4232,44744,23200,44000,14000,19151,20448
4233,-5,-5,-5,-5,-5,-5
4234,28000,28000,32500,60524,76000,46396
4235,30400,29000,-5,26280,10000,20400
4236,115301,79848,85000,92300,96000,121889
4237,30000,-5,-5,-5,20000,-5
4238,90000,115000,225000,36000,39000,32000
4239,50000,38000,34000,48000,57160,-2
4240,67200,71000,72000,76010,72000,128060
4241,-2,600,-2,-1,-2,-5
4242,80000,90000,90000,98000,98500,109065
4243,-2,14000,23088,0,4464,9360
4244,95500,109000,90000,110000,132000,440692
4245,62000,70400,64600,75210,95000,36000
4246,-3,50523,54080,54302,61963,65941
4247,52000,-2,-2,140175,87000,-2
4248,76200,57000,60020,66226,70510,77005
4249,35000,26750,14280,26000,-2,-2
4250,-2,-5,-5,-5,-2,-2
4251,92500,112000,120000,182500,-2,108000
4252,58000,60000,44000,66000,56600,80500
4253,-5,-5,-5,-5,-5,-5
4254,28980,-2,22443,110900,30900,20392
4255,-5,-5,132000,152025,155000,-5
4256,21300,23000,23000,-5,-5,-5
4257,63000,33500,102000,82000,46125,53000
4258,41000,-2,153000,-5,-5,-5
4259,40000,-2,80000,77500,35000,25000
4260,45200,-5,57000,-5,-5,-5
4261,38950,42000,39000,53000,45000,35763
4262,13400,-2,-2,8000,-2,-2
4263,-1,33000,22000,30000,38000,25000
4264,-1,14000,12000,5500,14000,-2
4265,-5,-5,-5,27000,29000,38157
4266,-5,-5,-5,-5,-5,-5
4267,-2,35000,8000,13000,18000,18900
4268,56160,66100,78060,84900,110000,104200
4269,55000,42000,-5,-5,-5,77386
4270,58600,72000,80000,68000,62263,70120
4271,60000,90000,98000,117500,123160,-2
4272,-5,-2,-1,136000,120000,440692
4273,19636,12924,16868,20760,17824,-5
4274,13000,-2,19860,14130,76904,33335
4275,-5,36000,-5,-5,41484,42800
4276,-2,-5,-5,-5,-5,-5
4277,-5,-5,-5,0,-5,-5
4278,-2,-2,66981,88026,86373,82332
4279,-5,144000,229300,211000,97000,-5
4280,-5,144000,145000,119200,202000,-5
4281,53000,-5,-5,-5,-5,-5
4282,23500,43000,32700,36000,34000,39000
4283,-5,-5,-5,-5,-5,-5
4284,-1,-1,-1,-1,-1,-1
4285,-2,74000,88416,80000,118000,124750
4286,-5,-5,-5,-5,-5,44000
4287,-5,-5,-5,-5,-5,-5
4288,37132,35000,30000,55000,42000,-5
4289,98000,124000,156000,214000,265000,210000
4290,45200,50000,62000,88419,151000,160000
4291,22820,-2,35000,-5,-5,-5
4292,-5,76288,76500,80000,93000,91000
4293,70500,75000,147000,112000,105000,85000
4294,-2,95000,-2,111400,109500,115000
4295,25000,36000,60000,76000,75000,129603
4296,40100,70000,70400,75000,82000,98000
4297,80025,90200,122300,124100,131900,145100
4298,104500,125000,142484,104500,117500,115000
4299,62000,-2,40500,45000,48000,50000
4300,72000,83000,79771,100000,104000,-5
4301,-5,-5,-5,-5,-5,13000
4302,90500,89700,102400,112000,136000,128000
4303,55000,46584,62864,66000,81000,60488
4304,-1,35000,-5,25075,106000,76540
4305,60006,60000,63000,66550,60000,62000
4306,56500,54000,73000,83000,-5,93000
4307,21000,22000,25000,18750,20000,66000
4308,36000,34714,36762,31000,49816,13584
4309,120000,154000,-5,-5,-5,-5
4310,59000,93200,79200,88000,114000,115000
4311,47600,120000,50940,57700,86600,74000
4312,33700,55000,60000,18000,40000,70000
4313,0,-2,10000,12500,15500,18000
4314,37752,32000,65000,46040,80000,-2
4315,52000,-5,-5,-5,47030,64000
4316,-2,74500,58600,51700,103822,-2
4317,-2,20000,-5,-5,-2,-2
4318,-2,98000,35000,70000,120000,65000
4319,47500,53500,58400,56265,62488,73000
4320,36400,57000,57000,79700,68000,80000
4321,73000,86000,83000,121000,103000,98200
4322,-5,-5,-5,-5,-5,-5
4323,52000,42000,60000,45500,70608,63900
4324,-2,65000,67000,106000,92000,103000
4325,25000,-2,73000,-5,-5,-5
4326,73800,-2,65000,129700,84000,62325
4327,23000,28000,29750,38000,41000,31500
4328,67000,74000,80000,85000,95000,99800
4329,70000,77000,-5,-5,177000,65000
4330,71000,69000,88000,111000,98000,126000
4331,-5,-5,-5,-5,-5,-5
4332,11440,-5,-5,-5,-5,-5
4333,-5,-5,-5,20000,19700,26000
4334,-5,-5,-5,-5,-5,-5
4335,64500,48000,52000,92000,75000,50000
4336,23647,-2,32192,20202,-2,34056
4337,-2,44000,50030,49000,60000,66000
4338,-5,57000,85000,81000,103000,127000
4339,95320,49500,65800,84500,93000,80000
4340,-5,-5,-5,-5,-5,-5
4341,-5,18000,18000,13000,13000,5320
4342,-5,-5,-5,-5,-5,-5
4343,74000,67000,-5,-5,-5,-5
4344,4200,8136,7740,9240,8760,9600
4345,23000,11000,35908,14000,14222,-2
4346,120000,120000,130000,179000,-2,120000
4347,-5,-5,90506,27600,23778,-2
4348,43000,118000,157000,180300,201000,222500
4349,-2,12000,-2,22500,0,0
4350,45000,42000,45000,52100,62400,64000
4351,-1,-1,-1,201825,-1,-1
4352,180500,390662,44818,479983,202000,440692
4353,72500,101000,105000,121000,177600,157000
4354,-5,25000,-5,29600,55000,35000
4355,56000,41000,54004,47000,58200,44600
4356,120000,100000,80000,220000,95000,80000
4357,-5,-5,-5,-5,99877,-1
4358,49277,50100,44200,56550,-5,-5
4359,-5,40000,-5,-5,-5,-5
4360,105000,111000,133200,150050,165000,207200
4361,12000,0,-5,-1,20000,28000
4362,-5,-5,-5,-5,18000,26280
4363,-5,-5,-5,-5,-5,-5
4364,20082,24850,29020,39852,26300,20344
4365,34700,23000,20500,40000,48000,58600
4366,75000,65000,105000,114000,145000,150000
4367,11600,19212,15800,-2,12390,-5
4368,42000,36000,43000,48000,17000,38000
4369,-5,-5,17500,33000,36000,28000
4370,34000,35700,37000,32000,34000,34000
4371,75600,97000,100000,126000,-2,144100
4372,124700,152953,174596,144500,104400,107800
4373,107000,138000,140000,-5,170000,-5
4374,28000,38200,28000,30000,-1,-1
4375,3350,0,-2,2268,-2,-2
4376,75000,-2,78000,87000,112000,102100
4377,-5,13500,-5,29100,23892,-5
4378,-1,166400,113200,82600,-5,57610
4379,75000,89420,74000,80000,68000,-2
4380,75000,81000,102000,106000,109000,-2
4381,-5,-1,-5,-5,-5,-5
4382,44405,49025,59917,55000,48510,52800
4383,45000,14400,14400,-5,-5,-5
4384,1300,1200,-5,-5,1235,1800
4385,0,0,3000,-5,1900,-2
4386,16300,-1,18797,19900,30359,29000
4387,49000,58296,63618,74022,68500,82000
4388,-2,20200,40000,15000,21000,35000
4389,-5,-5,-5,-5,-5,-5
4390,37000,62163,68600,63850,72080,-2
4391,12034,-5,8579,3500,8068,6468
4392,-5,-5,-5,77000,97000,101000
4393,-5,-5,-5,-5,-5,-5
4394,332808,103000,-5,-5,-5,42000
4395,162256,-5,-5,-5,233000,-5
4396,40400,30000,36000,39000,-5,-5
4397,-5,-5,-5,-5,-5,47240
4398,18500,25000,65000,110000,60000,0
4399,-2,-2,-5,-5,-5,-5
4400,42803,-2,54320,51682,65000,76610
4401,-2,61000,-5,-5,-5,-5
4402,-5,-5,-5,-5,-5,-5
4403,46500,62000,64300,56000,40440,41000
4404,14000,-2,-2,17500,-5,18180
4405,52012,-5,-5,106600,130020,92168
4406,-2,-2,-2,-2,-2,-1
4407,150300,200000,408473,479983,454737,440692
4408,80000,79022,98000,92000,99000,103300
4409,141760,90000,72358,100000,-2,123150
4410,111000,114000,121000,111300,139500,147500
4411,35000,105000,75200,106550,120000,-2
4412,-2,26000,-2,-5,-5,-5
4413,-2,45000,38400,30000,30000,-2
4414,-5,-5,-5,-5,-5,-5
4415,-1,-5,-5,-5,-5,-5
4416,9012,15128,-5,-2,13000,18000
4417,-2,-2,60000,-2,102000,-2
4418,-5,-5,-5,-5,103000,-5
4419,77200,125000,122900,129200,115015,157025
4420,-2,-2,92000,89000,120000,-2
4421,40000,40000,50000,125000,130000,130000
4422,21600,80000,20000,35000,55000,61780
4423,109960,124000,175000,70850,69350,-5
4424,82240,90000,90000,105000,100350,100700
4425,50800,48500,-2,38000,42440,36140
4426,163000,210000,171000,172000,208470,163000
4427,85000,33483,0,45000,38000,1828
4428,159500,167600,209400,217000,245908,265200
4429,54000,74600,89635,93474,-2,73200
4430,55100,85200,408473,108000,270000,-5
4431,-2,37936,11484,39656,-2,42940
4432,10000,3000,9856,22784,-2,23268
4433,0,0,-5,18000,9600,0
4434,-5,-5,-5,-5,-5,-5
4435,0,312,-5,150,144,120
4436,500,-5,-5,0,-5,-5
4437,81000,85800,98000,12500,43000,36000
4438,80000,-5,110000,116200,135000,135120
4439,332808,142000,85000,85100,53797,19000
4440,-5,-5,-5,-5,-5,-5
4441,-5,-5,-5,-5,-5,-5
4442,-5,-5,-5,-5,-5,-5
4443,-2,-2,-2,29500,-2,65000
4444,-5,-5,-5,-5,-5,-5
4445,59360,-5,29033,14736,45556,17028
4446,-5,-5,-5,-5,-5,-5
4447,51668,60004,73050,77291,75000,81490
4448,54000,72400,95000,95000,125000,120000
4449,-5,-5,-5,-5,-5,-5
4450,60000,67000,78000,71000,79500,99157
4451,117000,-5,-2,90200,-2,-2
4452,79000,85000,90020,106100,-2,125000
4453,-5,-5,-5,-5,167000,120000
4454,-5,-5,-5,-5,-5,-5
4455,60025,62020,67000,71023,77180,77550
4456,-2,-5,-5,-5,-5,-5
4457,-5,-5,-5,-5,-5,-5
4458,-5,-5,-5,-5,-5,-5
4459,9450,19000,26900,9000,15000,22000
4460,-5,-5,-5,-5,-5,-5
4461,-5,-5,24000,18000,12000,19000
4462,8400,9000,9480,0,19200,10080
4463,-5,-5,-5,-5,-5,24000
4464,16800,23040,38100,8400,11760,7200
4465,95000,92000,120000,98500,78500,113100
4466,52000,54000,40000,100000,131000,114000
4467,32360,0,60,720,840,0
4468,58000,76100,79000,79000,-2,-2
4469,21050,32400,163808,31200,-2,37920
4470,68776,52000,107000,128600,153200,176600
4471,125000,88500,126000,147500,265000,165000
4472,25000,36500,40784,42873,46030,47020
4473,13680,14976,21564,0,31416,21756
4474,26000,-2,28000,41620,21000,23000
4475,-2,-1,47000,26000,104000,198800
4476,8000,17000,20000,25000,20000,20252
4477,-5,-5,-5,-5,-5,-5
4478,45000,46000,49000,106000,52000,-2
4479,60500,67600,73800,-1,-1,-1
4480,116120,-2,154500,199000,238200,264000
4481,98000,85000,115000,-5,-5,-5
4482,106344,-5,39564,108800,454737,13172
4483,-2,1800,11832,0,16824,17184
4484,-5,-5,-5,12156,11316,-5
4485,-2,-2,33280,39000,55000,38880
4486,-5,-5,-5,-5,-5,-5
4487,96000,103000,73856,63000,97760,-2
4488,57100,92000,220000,246000,225000,440692
4489,-5,30000,75000,90000,45000,-2
4490,-5,30000,75000,-5,28000,-2
4491,-5,-1,-5,-5,-5,-5
4492,-5,-5,-5,-5,-5,-5
4493,332808,-2,129824,55200,39484,22713
4494,-1,12100,28000,17005,10200,4010
4495,24224,84352,27600,6020,27048,33946
4496,41000,43120,-5,47120,132225,161000
4497,-2,43000,46000,130280,145000,82000
4498,26044,-2,42000,39000,28000,72000
4499,49000,56300,56300,54300,18000,15840
4500,19900,18000,20000,30000,26080,35000
4501,35000,42000,30000,46000,55000,58000
