"R0000100","R7006500","R7703700","R8496100","T0987800","T2210000","T3107800"
10161,67100,68450,78000,98000,86000,98560
10162,22500,22016,32800,31000,51400,23286
10163,0,-2,-2,5000,52824,-2
10164,40000,50000,65000,52000,39500,51700
10165,13000,16100,18400,6000,18816,2160
10166,72015,60000,82000,100025,96000,109605
10167,-2,31000,41404,76875,0,69200
10168,69200,-5,-5,-5,-5,-5
10169,40000,-2,40000,40000,30000,13045
10170,34000,36000,15831,12000,-2,30210
10171,29000,25000,60000,-5,24000,32448
10172,65000,57000,65000,85000,82000,80933
10173,-5,-5,-5,-5,-5,-5
10174,-2,54000,30000,20000,20910,3168
10175,44000,84000,60000,88800,150000,-2
10176,85000,90000,95500,52000,55000,56000
10177,-5,-5,-5,-5,-5,-5
10178,-5,51000,67000,63800,6200,25000
10179,24000,16640,20000,23920,26000,10000
10180,7000,17000,21000,35224,33225,14400
10181,25000,-5,21551,8008,21313,0
10182,44200,40000,42500,65000,70000,52000
10183,70000,90000,81000,82000,34000,76000
10184,8916,9000,15000,304,3084,800
10185,148200,390662,240000,479983,230000,440692
10186,-2,24000,33350,28900,53987,-2
10187,6783,32000,1600,19632,51913,11200
10188,1500,-5,-5,-5,-5,-5
10189,-5,55000,75000,-5,-5,-5
10190,30,30000,20000,50000,-2,-1
10191,4492,4091,3336,3500,6016,4958
10192,25000,52400,105000,70000,65000,56000
10193,-5,-5,-5,-1,-2,-5
10194,20000,-5,0,40000,-5,-5
10195,40600,47770,-2,53600,-2,-2
10196,99300,-2,116300,116742,-2,137664
10197,-5,41000,-5,-1,-1,9000
10198,32000,49600,36400,39000,35000,20000
10199,49000,16000,30000,28000,30000,31200
10200,25800,11440,31200,23000,40000,-2
10201,-2,27100,-2,25368,15000,5500
10202,65000,62000,73400,75000,24150,1200
10203,64248,64000,50800,-5,64000,60000
10204,18500,0,3500,9000,7200,2067
10205,30000,33400,45560,41000,75920,-5
10206,-5,-5,-5,-5,-5,-5
10207,-5,-5,-5,-5,-5,-5
10208,-5,-5,-5,-5,-5,-5
10209,-5,-5,-5,-5,-5,-5
10210,-5,-5,-5,-5,-5,-5
10211,6384,6780,8658,0,7560,8328
10212,-5,-5,-5,-5,-5,-5
10213,-5,-5,-5,-5,-5,-5
10214,-5,-5,-5,-5,-5,-5
10215,-5,-5,-5,-5,-5,-5
10216,-5,-5,-5,-5,-5,-5
10217,-5,-5,-5,-5,-5,-5
10218,-5,-5,-5,-5,-5,-5
10219,-5,-5,-5,-5,-5,-5
10220,-5,-5,-5,-5,-5,-5
10221,-5,-5,-5,-5,-5,-5
10222,-5,-5,-5,-5,-5,-5
10223,-5,-5,-5,-5,-5,-5
10224,-5,-5,-5,-5,-5,-5
10225,-5,-5,-5,-5,-5,-5
10226,-2,74200,74200,76220,82100,102200
10227,-5,-5,-5,-5,-5,-5
10228,-5,-5,-5,-5,-5,-5
10229,13000,40000,24000,34000,26930,45274
10230,-5,-5,-5,-5,-5,-5
10231,-5,-5,-5,-5,-5,-5
10232,131200,139188,141900,124500,104000,40060
10233,-5,-5,-5,-5,-5,-5
10234,11000,25257,19000,0,600,6589
10235,-5,-5,-5,-5,-5,-5
10236,1200,17100,14400,23064,15312,26136
10237,95000,-2,91000,0,90000,45000
10238,52000,84300,50000,62740,-2,51720
10239,0,241,864,900,0,360
10240,-5,-5,-5,-5,-5,-5
10241,-5,-5,-5,-5,-5,-5
10242,-5,-5,-5,-5,-5,-5
10243,-5,-5,-5,-5,-5,-5
10244,-5,-5,-5,-5,-5,-5
10245,-5,-5,-5,-5,-5,-5
10246,-5,-5,-5,-5,-5,-5
10247,-5,-5,-5,-5,-5,-5
10248,-5,-5,-5,-5,-5,-5
10249,-5,-5,-5,-5,-5,-5
10250,-5,-5,-5,-5,-5,-5
10251,-5,-5,-5,-5,-5,-5
10252,-5,-5,-5,-5,-5,-5
10253,-2,59000,-2,126000,-5,-5
10254,-5,-5,-5,-5,-5,-5
10255,-5,-5,-5,-5,-5,-5
10256,-5,-5,-5,-5,-5,-5
10257,-5,-5,-5,-5,-5,-5
10258,-5,-5,-5,-5,-5,-5
10259,-2,24000,18000,35000,23000,54000
10260,-5,-5,-5,-5,-5,-5
10261,-5,-5,-5,-5,-5,-5
10262,-5,-5,-5,-5,-5,-5
10263,-5,-5,-5,-5,-5,-5
10264,-5,-5,-5,-5,-5,-5
10265,-5,-5,-5,-5,-5,-5
10266,-5,-5,-5,-5,-5,-5
10267,-5,-5,-5,-5,-5,-5
10268,-5,-5,-5,-5,-5,-5
10269,-5,-5,-5,-5,-5,-5
10270,-5,-5,-5,-5,-5,-5
10271,-5,-5,-5,-5,-5,-5
10272,-5,-5,-5,-5,-5,-5
10273,-5,-5,-5,-5,-5,-5
10274,-5,-5,-5,-5,-5,-5
10275,-5,-5,-5,-5,-5,-5
10276,-5,-5,-5,-5,-5,-5
10277,-5,-5,-5,-5,-5,-5
10278,-5,-5,-5,-5,-5,-5
10279,-5,-5,-5,-5,-5,-5
10280,-5,-5,-5,-5,-5,-5
10281,-5,-5,-5,-5,-5,-5
10282,-5,-5,-5,-5,-5,-5
10283,-5,-5,-5,-5,-5,-5
10284,-5,-5,-5,-5,-5,-5
10285,-5,-5,-5,-5,-5,-5
10286,-5,-5,-5,-5,-5,-5
10287,-5,-5,-5,-5,-5,-5
10288,-5,-5,-5,-5,-5,-5
10289,-5,-5,-5,-5,-5,-5
10290,-5,-5,-5,-5,-5,-5
10291,-5,-5,-5,-5,-5,-5
10292,-5,-5,-5,-5,-5,-5
10293,-5,-5,-5,-5,-5,-5
10294,-5,-5,-5,-5,-5,-5
10295,-5,-5,-5,-5,-5,-5
10296,-5,-5,-5,-5,-5,-5
10297,-5,-5,-5,-5,-5,-5
10298,-5,-5,-5,-5,-5,-5
10299,-5,-5,-5,-5,-5,-5
10300,-5,-5,-5,-5,-5,-5
10301,-5,-5,-5,-5,-5,-5
10302,-5,-5,-5,-5,-5,-5
10303,14000,-2,20000,27000,29000,28000
10304,66000,-5,63000,62000,61000,86400
10305,-5,-5,-5,-5,-5,-5
10306,58738,-2,51078,54563,61008,65880
10307,-5,-5,-5,85000,82400,189600
10308,62400,71000,71000,75400,118250,74200
10309,-2,-5,140000,-5,-5,-5
10310,91000,63000,130000,-5,105226,60000
10311,8200,33798,60000,55000,55100,60000
10312,140000,90000,162000,110000,147000,148445
10313,23744,46000,-2,51000,92000,-2
10314,-2,11251,14000,0,9308,17196
10315,30350,57000,50000,60000,51000,-2
10316,-2,-2,-5,-5,-5,-5
10317,-5,-5,-5,-5,-5,-5
10318,-2,-5,-5,0,0,0
10319,32000,30000,32000,32900,32000,10044
10320,-5,-5,-5,-5,-5,-5
10321,18000,25000,28000,39500,42000,43000
10322,-5,-5,-5,-5,-5,-5
10323,-5,-5,-5,-5,-5,-5
10324,-5,-2,16000,16000,0,-2
10325,-5,-5,-5,-5,-5,-5
10326,-5,-5,-5,-5,-5,-5
10327,35000,33000,45000,42000,40000,30000
10328,33476,45975,38000,50000,81720,60000
10329,108800,109465,108000,126000,133500,440692
10330,15000,0,7000,40000,34750,38440
10331,-2,24500,20000,9500,25000,28000
10332,20300,0,18556,28200,22400,19504
10333,2500,9700,3000,0,4000,5335
10334,0,0,0,0,7440,8316
10335,16000,35200,21000,40609,33900,28275
10336,20000,70000,70000,69000,69000,70000
10337,-2,-2,2000,0,0,675
10338,40000,54000,-1,54000,-2,-2
10339,-5,42300,117000,60000,78800,84600
10340,-2,-5,25000,27000,38000,35000
10341,-1,-1,-1,93305,-1,-1
10342,-5,-5,-5,-5,-5,-5
10343,-5,-5,-5,-5,-5,-5
10344,-5,-5,-5,-5,-5,-5
10345,-5,-5,-5,-5,-5,-5
10346,-5,-5,-5,-5,-5,-5
10347,-5,-5,-5,-5,-5,-5
10348,-5,-5,-5,-5,-5,-5
10349,-5,-5,-5,-5,-5,-5
10350,-5,-5,-5,-5,-5,-5
10351,-5,-5,-5,-5,-5,-5
10352,-5,-5,-5,-5,-5,-5
10353,-5,-5,-5,-5,-5,-5
10354,-5,-5,-5,-5,-5,-5
10355,-5,-5,-5,-5,-5,-5
10356,-5,-5,-5,-5,-5,-5
10357,-5,-5,-5,-5,-5,-5
10358,0,-5,15200,16500,-5,-5
10359,-5,-2,34500,55000,49200,53000
10360,66000,79000,66000,60000,70000,53000
10361,-5,-5,-5,-5,-5,-5
10362,30500,94000,-1,25805,16000,-5
10363,63000,74000,77200,71000,88376,94000
10364,-5,-5,-5,-5,-5,-5
10365,-5,-5,-5,-5,-5,-5
10366,-5,-5,-5,-5,-5,-5
10367,-5,-5,-5,-5,-5,-5
10368,90800,62000,68000,87000,78000,104000
10369,113000,106000,133000,150000,-2,179000
10370,47000,60000,55000,50000,60590,11300
10371,13884,10740,7464,12,11760,13548
10372,17500,-5,-5,-5,-5,-5
10373,0,4380,3600,80,1176,3360
10374,20400,28400,29200,34896,14200,-2
10375,67000,87050,93000,97000,82000,92000
10376,49000,55000,56000,54519,62000,63515
10377,-2,0,-2,-2,-2,68000
10378,45689,46388,-2,29500,85500,-2
10379,-2,-2,33000,51000,71500,74500
10380,-5,-5,-5,-5,-5,-5
10381,76000,71000,-2,117000,90000,-5
10382,57000,83870,118200,102500,170000,152000
10383,7908,9000,13752,0,0,10572
10384,0,7536,9504,-2,0,19872
10385,-2,121200,-5,-5,-5,-5
10386,-5,0,-5,-2,-1,9000
10387,-5,-5,-5,-5,-5,-5
10388,-5,-5,-5,-5,-5,-5
10389,40000,37000,-2,79400,-2,63600
10390,-5,-5,-5,16000,-5,-5
10391,0,-5,0,5000,0,-2
10392,30000,58900,67280,79600,-2,76323
10393,-5,-5,-5,-5,-5,-5
10394,-5,-5,-5,-5,-5,-5
10395,-5,-5,-5,-5,-5,-5
10396,-5,-5,-5,-5,-5,-5
10397,-5,-5,-5,-5,-5,-5
10398,-5,-5,-5,-5,-5,-5
10399,-5,-5,-5,-5,-5,-5
10400,-5,-5,-5,-5,-5,-5
10401,27000,-5,-5,-5,42000,48500
10402,-5,-5,-5,-5,-5,40000
10403,-5,-5,-5,-5,-5,-5
10404,-5,-5,-5,-5,-5,-5
10405,-5,-5,-5,-5,-5,-5
10406,-5,-5,-5,188585,-1,-5
10407,-5,-5,-5,-5,-5,-5
10408,-5,-5,-5,-5,-5,-5
10409,-5,-5,-5,-5,-5,-5
10410,37081,-5,74000,64344,-5,12000
10411,-5,-5,-5,-5,-5,-5
10412,-2,-2,-2,11000,22064,16380
10413,-5,-5,-5,-5,-5,-5
10414,-5,-5,-5,-5,-5,-5
10415,-5,-5,-5,-5,-5,-5
10416,-5,-5,-5,-5,-5,-5
10417,-5,-5,-5,-5,-5,-5
10418,-5,-5,-5,-5,-5,-5
10419,-5,-5,-5,-5,-5,-5
10420,-5,-5,-5,-5,-5,-5
10421,66200,84000,101000,-5,-5,-5
10422,48000,18000,7668,0,4104,10260
10423,-1,53000,39000,43128,23000,35000
10424,5000,-2,-2,25000,5607,7800
10425,50000,60000,50000,55000,50000,41000
10426,87000,106900,114000,134500,149000,114000
10427,46000,57000,48000,35000,40200,38000
10428,1700,-5,18883,11904,11868,9264
10429,-5,-5,100000,-5,-5,80000
10430,-2,1000,-2,0,11412,12276
10431,74120,59000,46500,59900,70000,60050
10432,-2,18000,12000,22500,40000,-2
10433,5000,16956,12000,18000,19000,18000
10434,-1,500,25000,80000,-2,8700
10435,-5,1600,5000,10000,12000,-2
10436,79600,81000,136000,120000,-2,140000
10437,-5,-5,-5,-5,-5,-5
10438,30030,-1,35000,34000,7000,5000
10439,-5,8940,-5,15540,34903,8088
10440,-2,-5,-5,-5,-5,-5
10441,-5,-5,-5,-5,-5,-5
10442,-5,-5,-5,-5,-5,-5
10443,49600,45000,54000,116700,75000,72000
10444,60268,92500,83488,99440,84790,127888
10445,39000,40000,51000,-5,71000,-5
10446,-5,-5,-5,-5,-5,-5
10447,-5,-5,-5,-5,-5,-5
10448,33000,3905,25000,15000,20600,13584
10449,68500,88000,30300,85700,105000,103000
10450,58050,40000,42000,60000,66000,82000
10451,71808,-5,-5,89600,32000,53308
10452,5948,8500,14300,14800,-5,4410
10453,-2,2000,-2,39000,-2,28200
10454,90000,61000,90000,84000,84000,92000
10455,19000,23000,39700,34000,34000,36100
10456,-5,-5,-5,-5,-5,-5
10457,-5,-5,-5,-5,-5,-5
10458,-5,-5,-5,-5,-5,-5
10459,-5,-5,-5,-5,-5,-5
10460,-5,-5,-5,-5,-5,-5
10461,-5,-5,-5,-5,-5,-5
10462,-5,-5,-5,-5,-5,-5
10463,-5,-5,-5,-5,-5,-5
10464,-5,-5,-5,-5,-5,-5
10465,-5,-5,-5,-5,-5,-5
10466,-5,-5,-5,-5,-5,-5
10467,-5,-5,-5,-5,-5,-5
10468,44520,-2,54832,36000,45000,36000
10469,21205,26000,31000,40000,47015,54800
10470,21000,32000,42000,42000,49000,65000
10471,-5,-5,-5,-5,60000,-2
10472,25950,35000,64851,34000,57000,90000
10473,-5,-5,-5,-5,-5,-5
10474,-5,-5,-5,-5,-5,-5
10475,-5,-5,-5,-5,-5,-5
10476,-5,-5,-5,-5,-5,-5
10477,-5,-5,-5,-5,-5,-5
10478,19736,20800,21632,25724,29445,32800
10479,32000,34000,50000,45000,48000,45000
10480,-5,-5,-5,-5,-5,-5
10481,53848,90000,408473,200000,12000,20000
10482,35280,-5,17412,14388,19068,-5
10483,-5,-5,-5,-5,-5,-5
10484,-5,-5,-5,-5,-5,-5
10485,-5,-5,-5,-5,-5,-5
10486,13140,16500,11600,15000,14000,17000
10487,-2,66000,70000,68000,-2,63400
10488,60000,-5,196000,125000,60000,-1
10489,-5,-5,-5,-5,62000,-5
10490,37000,66000,32000,39000,36000,-5
10491,0,0,0,0,0,7896
10492,-2,18000,64000,9000,58600,57200
10493,14200,15772,21000,27000,32000,-5
10494,-5,-5,-5,-5,-5,-5
10495,-5,-5,-5,-5,-5,-5
10496,-5,-5,-5,-5,-5,-5
10497,-5,-5,-5,-5,-5,-5
10498,-5,-5,-5,-5,-5,-5
10499,-5,-5,14300,45000,28000,39600
10500,36000,78000,38000,41000,58000,71452
10501,101000,110200,134000,137000,172000,185000
10502,-5,-5,-5,-5,-5,-5
10503,60000,62000,60000,110000,102000,106000
10504,-5,-5,-5,-5,-5,110000
10505,-5,-5,60000,50000,80000,48000
10506,14729,-2,26256,2268,41256,38196
10507,42000,56000,74000,52000,56000,59000
10508,-5,-5,-5,-5,-5,-5
10509,23156,0,4800,21520,34960,32908
10510,42000,-5,-5,-5,-5,-5
10511,42000,-1,38000,183000,41000,-5
10512,-2,-5,80000,-5,-2,90000
10513,-5,-5,-5,-5,-5,-5
10514,30000,45050,36000,64550,-2,-2
10515,85000,-5,-5,-5,-5,-5
10516,6400,-5,44000,32600,27000,45690
10517,-5,-5,-5,-5,-5,-5
10518,-5,-5,-5,-5,-5,-5
10519,26750,-2,26000,26000,32900,46312
10520,13500,18000,23000,22500,21000,-2
10521,41054,-2,-5,-5,-5,-5
10522,4500,3000,11600,14850,-2,27280
10523,28000,-5,-5,27500,38540,20000
10524,24000,29000,29000,-2,-2,-5
10525,13000,28000,-5,720,0,1000
10526,-5,-1,-1,35000,39000,50500
10527,0,0,-2,-2,-2,0
10528,10020,10608,9804,719,12603,6068
10529,-5,38000,44000,40000,45000,60000
10530,-5,-5,-5,-5,-5,-5
10531,30000,62000,84800,86800,89000,105205
10532,-2,-2,34348,19100,-2,-2
10533,-5,-5,-5,-5,-5,-5
10534,-5,-5,-5,-5,-5,-5
10535,18000,19000,29000,91001,11000,41300
10536,17300,13000,18000,26075,28160,29561
10537,16000,28100,55601,58000,36200,38000
10538,3750,14000,-2,8604,3384,3600
10539,-5,-5,-5,-5,-5,-5
10540,21780,31056,36400,34000,44000,40300
10541,32000,34800,35910,28000,39100,30240
10542,12000,34000,42400,60000,60000,66000
10543,65050,-2,92000,-1,-1,-1
10544,4000,-2,32800,18000,-2,55000
10545,12780,-2,-2,16476,-5,-5
10546,6000,-5,13000,17500,11000,14764
10547,24000,-5,17000,25000,-2,-2
10548,-1,51000,59000,54000,52000,57000
10549,6705,800,25500,12000,18000,35156
10550,65000,75100,75000,137280,112000,-5
10551,62000,-2,76400,-5,185000,-5
10552,-2,-2,0,1500,1920,6800
10553,76600,80350,79100,98000,110100,131000
10554,72650,76600,79000,100000,118200,-2
10555,100000,18000,25000,46000,35000,21500
10556,-5,-5,-5,-5,-5,-5
10557,-5,-5,-5,-5,-5,-5
10558,-5,-5,-5,-5,-5,-5
10559,-5,-5,-5,-5,-5,-5
10560,-5,-5,-5,-5,-5,-5
10561,80500,86500,-2,107000,112000,118000
10562,-5,-5,-5,-5,-5,-5
10563,-5,-5,-5,-5,-5,-5
10564,-5,-5,-5,-5,-5,-5
10565,-2,46000,23000,31000,27000,20000
10566,53600,-2,60000,38000,31000,29000
10567,-2,-2,0,-2,-2,3400
10568,-5,-5,-5,-5,-5,-5
10569,-5,-5,-5,-5,-5,-5
10570,-5,-5,-5,-5,-5,-5
10571,-5,-5,-5,-5,-5,-5
10572,20200,50800,-1,-1,100000,-1
10573,22540,29360,52904,58700,68000,44800
10574,35000,-5,0,-5,-5,15300
10575,-5,-5,-5,-5,-5,-5
10576,-5,-5,-5,-5,-5,-5
10577,-5,-5,-5,-5,-5,-5
10578,-5,-5,-5,-5,-5,-5
10579,10000,19000,16720,20000,20800,21000
10580,-2,-2,15000,7500,-2,4000
10581,48000,88000,48000,68000,95000,53000
10582,-2,72678,73874,56847,-2,20520
10583,-2,0,13920,17400,18000,-5
10584,-2,114000,88000,101500,93000,-2
10585,-5,-5,-5,-5,-5,18000
10586,22000,25000,20000,10000,-2,26576
10587,-5,-5,-5,-5,-5,-5
10588,-5,-5,-5,-5,-5,-5
10589,-5,-5,-5,-5,-5,-5
10590,3324,6000,-5,25000,7200,13086
10591,-5,-5,-5,-5,-5,-5
10592,-5,-5,-5,-5,-5,-5
10593,-5,-5,-5,-5,-5,-5
10594,-5,-5,-5,-5,-5,-5
10595,-5,-5,-5,-5,-5,-5
10596,-5,-5,-5,-5,-5,-5
10597,-5,-5,-5,-5,-5,-5
10598,-5,-5,-5,-5,-5,-5
10599,-5,-5,-5,-5,-5,-5
10600,28000,24440,30200,15344,46540,-2
10601,-5,-5,21000,22110,-5,-5
10602,-5,-5,-5,-5,-5,-5
10603,-5,-5,-5,-5,-5,-5
10604,-5,-5,-5,-5,-5,-5
10605,-5,-5,-5,-5,-5,-5
10606,21400,21000,22000,25000,24000,23000
10607,-5,-5,-5,-5,-5,-5
10608,102000,104000,-1,150000,-5,-5
10609,-5,-5,-5,-5,-5,-5
10610,-5,-5,-5,-5,-5,-5
10611,-5,-5,-5,-5,-5,-5
10612,-5,-5,-5,-5,-5,-5
10613,-5,-5,-5,-5,-5,-5
10614,-5,-5,-5,-5,-5,-5
10615,-5,-5,-5,-5,-5,-5
10616,-5,-5,-5,-5,-5,-5
10617,-5,-5,-5,-5,-5,-5
10618,-5,-5,-5,-5,-5,-5
10619,-5,-5,-5,-5,-5,-5
10620,-5,-5,-5,-5,-5,-5
10621,-5,-5,-5,-5,-5,-5
10622,-5,-5,-5,-5,-5,-5
10623,-5,-5,-5,-5,-5,-5
10624,-5,-5,-5,-5,-5,-5
10625,-5,-5,-5,-5,-5,-5
10626,-5,-5,-5,-5,-5,-5
10627,-5,-5,-5,-5,-5,-5
10628,-5,-5,-5,-5,-5,-5
10629,-5,-5,-5,-5,-5,-5
10630,-5,-5,-5,-5,-5,-5
10631,58000,66000,61000,78000,54350,-5
10632,96000,87000,97300,114000,-5,-5
10633,-5,-5,-5,-5,-5,-5
10634,58000,-2,56000,26000,31000,37000
10635,-5,-5,-5,-5,-5,-5
10636,-5,-5,-5,-5,-5,-5
10637,-5,-5,-5,-5,-5,-5
10638,-5,-5,-5,-5,-5,-5
10639,-5,-5,-5,-5,-5,-5
10640,-5,-5,-5,-5,-5,-5
10641,-5,-5,-5,-5,-5,-5
10642,-5,-5,-5,-5,-5,-5
10643,-5,-5,-5,-5,-5,-5
10644,-5,-5,-5,-5,-5,-5
10645,-5,-5,-5,-5,-5,-5
10646,-5,-5,-5,-5,-5,-5
10647,-5,-5,-5,-5,-5,-5
10648,-5,-5,-5,-5,-5,-5
10649,-5,-5,-5,-5,-5,-5
10650,-5,-5,-5,-5,-5,-5
10651,-5,-5,-5,-5,-5,-5
10652,-5,-5,-5,-5,-5,-5
10653,-5,-5,-5,-5,-5,-5
10654,-5,-5,-5,-5,-5,-5
10655,-5,-5,-5,-5,-5,-5
10656,-5,-5,-5,-5,-5,-5
10657,-5,-5,-5,-5,-5,-5
10658,-5,-5,-5,-5,-5,-5
10659,-5,-5,-5,-5,-5,-5
10660,-5,-5,-5,-5,-5,-5
10661,36000,-5,33000,72000,-2,37199
10662,0,0,8000,70,-5,0
10663,-5,-5,-5,-5,-5,-5
10664,60000,92997,83400,101600,103752,113100
10665,-5,-5,-5,-5,-5,-5
10666,17000,41500,33200,-2,18740,10000
10667,-5,-5,-5,-5,-5,-5
10668,0,-5,28378,5000,83096,-5
10669,-5,-5,-5,-5,-5,-5
10670,-5,-5,-5,-5,-5,-5
10671,-5,-5,-5,-5,-5,-5
10672,-5,-5,-5,-5,-5,-5
10673,-5,-5,-5,-5,-5,-5
10674,-5,-5,-5,-5,-5,-5
10675,-5,-5,-5,-5,-5,-5
10676,-5,-5,-5,-5,-5,-5
10677,-5,-5,-5,-5,-5,-5
10678,-5,-5,-5,-5,-5,-5
10679,-5,-5,-5,-5,-5,-5
10680,-5,-5,-5,-5,-5,-5
10681,-5,-5,-5,-5,-5,-5
10682,-5,-5,-5,-5,-5,-5
10683,-5,-5,-5,-5,-5,-5
10684,-5,-5,-5,-5,-5,-5
10685,-5,-5,-5,-5,-5,-5
10686,-5,-5,-5,-5,-5,-5
10687,-5,-5,-5,-5,-5,-5
10688,-5,-5,-5,-5,-5,-5
10689,-5,-5,-5,-5,-5,-5
10690,-5,-5,-5,-5,-5,-5
10691,-5,-5,-5,-5,-5,-5
10692,-5,-5,-5,-5,-5,-5
10693,-5,-5,-5,-5,-5,-5
10694,-5,-5,-5,-5,-5,-5
10695,-5,-5,-5,-5,-5,-5
10696,-5,-5,-5,-5,-5,-5
10697,-5,-5,-5,-5,-5,-5
10698,-5,-5,-5,-5,-5,-5
10699,-5,-5,-5,-5,-5,-5
10700,-5,-5,-5,-5,-5,-5
10701,-5,-5,-5,-5,-5,-5
10702,-5,-5,-5,-5,-5,-5
10703,-5,-5,-5,-5,-5,-5
10704,34000,17000,0,0,10000,0
10705,-5,-5,-5,-5,-5,-5
10706,80000,97000,80700,123600,-2,130598
10707,51176,101829,-2,61000,62870,119760
10708,-5,-5,-5,-5,-5,-5
10709,-5,-5,-5,-5,-5,-5
10710,-5,-5,-5,-5,-5,-5
10711,-5,-5,-5,-5,-5,-5
10712,-5,-5,-5,-5,-5,-5
10713,-5,-5,-5,-5,-5,-5
10714,-5,-5,-5,-5,-5,-5
10715,-5,-5,-5,-5,-5,-5
10716,-5,-5,-5,-5,-5,-5
10717,-5,-5,-5,-5,-5,-5
10718,-1,-2,30000,39000,-2,0
10719,-5,-5,-5,-5,-5,-5
10720,-5,-5,-5,-5,-5,-5
10721,-5,-5,-5,-5,-5,-5
10722,8000,12000,0,20000,32000,33600
10723,-5,-5,-5,-5,-5,-5
10724,-5,-5,-5,-5,-5,-5
10725,44000,138384,50400,42000,57670,71442
10726,-5,-5,-5,-5,-5,-5
10727,23000,-5,-5,75000,80000,150000
10728,123000,111200,105328,96440,123440,-2
10729,-5,-5,-5,-5,-5,-5
10730,-5,-5,-5,-5,-5,-5
10731,-5,-5,-5,-5,-5,-5
10732,-5,-5,-5,-5,-5,-5
10733,-5,-5,-5,-5,-5,-5
10734,-5,-5,-5,-5,-5,-5
10735,-5,-5,-5,-5,-5,-5
10736,-5,-5,-5,-5,-5,-5
10737,-5,-5,-5,-5,-5,-5
10738,-5,-5,-5,-5,-5,-5
10739,-5,-5,-5,-5,-5,-5
10740,36000,-5,-5,5000,3000,27760
10741,-5,-5,-5,-5,-5,-5
10742,182964,124000,-1,479983,454737,-5
10743,-5,-5,-5,-5,-5,-5
10744,-5,-5,-5,-5,-5,-5
10745,64000,60650,40400,39000,101900,100150
10746,-5,-5,-5,-5,-5,-5
10747,-5,-5,-5,-5,-5,-5
10748,-5,-5,-5,-5,-5,-5
10749,-5,-5,-5,-5,-5,47000
10750,-5,-5,-5,-5,-5,-5
10751,-5,-5,-5,-5,-5,-5
10752,85800,86000,92400,108000,108352,117600
10753,-5,-5,-5,-5,-5,-5
10754,80892,79900,129805,128000,108500,86588
10755,-5,-5,-5,-5,-5,-5
10756,-5,-5,-5,-5,-5,440692
10757,46350,114000,64400,102396,98080,-5
10758,-5,-5,-5,-5,-5,-5
10759,-5,-5,-5,-5,-5,-5
10760,-5,-5,-5,-5,-5,-5
10761,-5,-5,-5,-5,-5,-5
10762,-5,-5,-5,-5,-5,-5
10763,-5,-5,-5,-5,-5,-5
10764,-5,-5,-5,-5,-5,-5
10765,26560,45000,81000,-5,64000,151000
10766,-5,-5,-5,-5,-5,-5
10767,-2,86000,26000,22700,61518,52000
10768,-5,-5,-5,-5,-5,-5
10769,52500,-5,26010,-5,12000,27000
10770,-5,-5,-5,-5,-5,-5
10771,-5,-5,-5,-5,-5,-5
10772,-5,-5,-5,-5,-5,-5
10773,-5,-5,-5,-5,-5,-5
10774,16000,46000,62625,48000,67500,73448
10775,74500,82500,7648,15000,10000,10000
10776,-5,-5,-5,-5,-5,-5
10777,-5,-5,-5,-5,-5,-5
10778,-5,-5,-5,-5,-5,-5
10779,-5,-5,-5,-5,-5,-5
10780,-5,-5,-5,-5,-5,-5
10781,-5,-1,96688,104000,82573,108000
10782,-5,-5,-5,-5,-5,-5
10783,59000,67800,68000,85000,92500,113000
10784,-5,-5,-5,-5,-5,-5
10785,-5,-5,-5,-5,-5,-5
10786,-5,-5,-5,-5,-5,-5
10787,-5,-5,-5,-5,-5,-5
10788,-5,-5,-5,-5,-5,-5
10789,-2,50000,-2,44000,8880,15300
10790,34000,84280,81200,92200,117500,105000
10791,-5,-5,-5,-5,-5,-5
10792,-5,-5,-5,-5,-5,-5
10793,-5,-5,-5,-5,-5,-5
10794,-5,-5,-5,-5,-5,-5
10795,-5,-5,-5,-5,-5,-5
10796,-5,-5,-5,-5,-5,-5
10797,-5,-5,-5,-5,-5,-5
10798,-5,-5,-5,-5,-5,-5
10799,52000,47600,-5,82000,220800,119500
10800,-5,-5,-5,-5,-5,-5
10801,-5,-5,-5,-5,-5,-5
10802,-5,-5,-5,-5,-5,-5
10803,23600,31980,37000,44400,36000,214400
10804,72300,-2,-2,125200,120000,-2
10805,-5,-5,-5,-5,-5,-5
10806,-5,-5,-5,-5,-5,-5
10807,-5,-5,-5,-5,-5,-5
10808,-5,-5,-5,-5,-5,-5
10809,-5,-5,-5,-5,-5,-5
10810,-5,-5,-5,-5,-5,-5
10811,16660,-2,40200,44800,-2,-2
10812,-5,-5,-5,-5,-5,-5
10813,-5,-5,-5,-5,-5,-5
10814,-5,-5,-5,-5,-5,-5
10815,-5,-5,-5,-5,-5,-5
10816,-5,-5,-5,-5,-5,-5
10817,-5,-5,-5,-5,-5,-5
10818,-5,-5,-5,-5,-5,-1
10819,-2,42420,25000,40000,44000,31000
10820,-5,-5,-5,-5,-5,-5
10821,-5,-5,-5,51800,-5,-5
10822,-5,-5,-5,-5,-5,-5
10823,-5,-5,-5,-5,-5,-5
10824,-5,-5,-5,-5,-5,-5
10825,-5,-5,-5,-5,-5,-5
10826,-5,-5,-5,-5,-5,-5
10827,10000,-5,-5,2500,1480,2400
10828,-5,-5,-5,-5,-5,-5
